,QueryName,ReleaseDate,RequiredAge,DLCCount,Metacritic,RecommendationCount,SteamSpyOwners,SteamSpyPlayersEstimate,AchievementCount,ControllerSupport,IsFree,SubscriptionAvail,CategorySinglePlayer,CategoryMultiplayer,CategoryCoop,CategoryMMO,CategoryInAppPurchase,CategoryIncludeLevelEditor,CategoryVRSupport,GenreIsIndie,GenreIsAction,GenreIsAdventure,GenreIsCasual,GenreIsStrategy,GenreIsRPG,GenreIsSimulation,GenreIsEarlyAccess,GenreIsFreeToPlay,GenreIsSports,GenreIsRacing,GenreIsMassivelyMultiplayer,PriceCurrency,PriceInitial,PriceFinal,Reviews
10664,Redswood VR,Aug 18 2016,0,0,0,0,897,535,0,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,USD,3.99,3.99, 
10675,Pulse Shift,Aug 29 2016,0,0,0,0,1973,803,21,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,USD,8.99,8.99,Pulse Shift is a must-have for hardcore puzzle fans and its one of the most intelligent creative and brilliantly crafted puzzle platformers Ive played. Dont miss out its absolutely worth the purchase.80/100 - #egmr
10676,SHINRAI - Broken Beyond Despair,Aug 26 2016,0,1,0,0,533,0,15,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,USD,14.99,14.99, 
10677,Ascension VR,Aug 1 2016,0,0,0,0,0,0,0,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,USD,9.99,9.99, 
10678,The Sunset,Jul 13 2016,0,0,0,0,6815,6815,0,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,USD,1.99,1.99, 
10679,Cubic complex,Jul 19 2016,0,0,0,0,6815,533,0,False,False,False,True,True,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,USD,0.99,0.99, 
10680,Glider Island,Sep 3 2016,0,0,0,0,0,0,0,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,True,False,False,USD,9.99,9.99, 
10681,"Gazzel Quest, The Five Magic Stones",Jul 15 2016,0,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,1.99,1.99, 
10682,Wildlife VR,Jul 16 2016,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,USD,2.99,2.99, 
10683,Firefight,Jul 11 2016,0,0,0,0,1435,1255,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,9.99,9.99, 
10684,Weather Lord: Legendary Hero Collector's Edition,Aug 4 2016,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,USD,9.99,9.99, 
10685,Final Fleet,Sep 8 2016,0,0,0,0,0,0,15,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,USD,14.99,14.99, 
10689,"Save the Universe, Please!",Aug 31 2016,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,USD,2.99,2.99, 
10690,Mahjong Deluxe 2: Astral Planes,Jul 20 2016,0,0,0,0,18114,9326,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,2.99,2.99, 
10691,Kitty Cat: Jigsaw Puzzles,Jul 18 2016,0,0,0,0,18473,10044,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,1.99,1.99, 
10692,Puppy Dog: Jigsaw Puzzles,Jul 19 2016,0,0,0,0,18294,9147,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,1.99,1.99, 
10694,Jockey Rush,Jul 15 2016,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True,True,False,USD,19.99,19.99, 
10697,GI Racing 2.0,Jul 22 2016,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,True,False,USD,9.99,9.99, 
10698,Kuraburo Kai,Aug 15 2016,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,USD,4.99,4.99, 
10699,Moribund,Jul 20 2016,0,0,0,0,0,0,36,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,USD,6.99,6.99, 
10700,Rogue Fighter,Jul 22 2016,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,USD,4.99,4.99, 
10701,Arcanum,Aug 29 2016,0,0,81,0,58647,15603,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,USD,5.99,5.99, 
10702,Riddles Of The Past,Jul 22 2016,0,0,0,0,3228,1076,31,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,USD,6.99,6.99, 
10703,Tails,Aug 8 2016,0,0,0,0,539,539,13,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,USD,7.99,7.99, 
10704,House of Alice,Jul 11 2016,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,False,False,True,False,False,False,False,USD,9.99,9.99, 
10705,Football VR,Jul 14 2016,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False,False,USD,1.99,1.99, 
10706,Endangered,Aug 14 2016,0,0,0,0,717,1067,0,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,USD,4.99,4.99, 
10707,Extravaganza Rising,Jul 21 2016,0,1,0,0,4484,3228,0,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,USD,5.99,5.99, 
10709,C.S.S. CITADEL VR,Jul 15 2016,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,USD,7.99,7.99, 
10710,"Design it, Drive it : Speedboats",Jul 26 2016,0,0,0,0,533,533,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,USD,24.99,24.99, 
10711,Mount Wingsuit,Aug 25 2016,0,0,0,0,1614,1255,25,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,USD,14.99,14.99, 
10712,Clock Simulator,Jul 20 2016,0,0,0,142,7533,6098,8,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,USD,0.99,0.99, 
10714,Axis Football 2016,Jul 29 2016,0,0,0,0,1435,1435,16,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,USD,19.99,19.99, 
10715,Space Ribbon,Aug 5 2016,0,0,0,0,1077,1600,25,True,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,True,True,False,True,True,False,USD,12.99,12.99,a racing game that feels like a mix between wipEout and a Demolition DerbyDefunct Games
10717,Venture Forth,Jul 21 2016,0,0,0,0,0,0,93,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,True,False,True,False,False,False,False,USD,19.99,19.99, 
10719,My Own Pet,Jul 19 2016,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,USD,5.99,5.99, 
10720,Blue Solar: Chaos War,Jul 21 2016,0,0,0,0,2152,2152,0,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,USD,3.99,3.99, 
10721,Stars,Aug 30 2016,0,0,0,0,1435,1076,5,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,USD,5.99,5.99, 
10722,Puzzle Blocks,Jul 22 2016,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,True,False,True,False,True,True,False,False,False,True,False,False,False,False,USD,9.99,9.99, 
10724,Black Moon Chronicles,Aug 25 2016,0,0,0,0,2690,1610,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,5.99,5.99, 
10726,Torch Cave,Jul 15 2016,0,0,0,0,26185,16859,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,USD,3.99,3.99, 
10727,Sekwere,Jul 20 2016,0,1,0,0,8250,3228,54,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,USD,0.99,0.99, 
10728,Dropship Down,Jul 21 2016,0,0,0,0,1973,1076,41,False,False,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,USD,4.99,4.99, 
10729,Francisca,Jul 26 2016,0,0,0,172,8967,6636,0,False,False,False,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,USD,0.99,0.99, 
10730,REED,Jul 16 2016,0,0,0,0,5380,803,0,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,USD,1.99,1.99, 
10731,The Orb Chambers II,Aug 1 2016,0,0,0,0,14707,6815,40,False,False,False,True,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,USD,6.99,6.99, 
10732,Don't Disturb,Sep 1 2016,0,0,0,0,1076,717,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,USD,3.49,3.49, 
10734,StoneBack | Prehistory,Jul 14 2016,0,0,0,0,4484,539,0,False,False,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,USD,1.99,1.99, 
10735,Star Project,Aug 4 2016,0,0,0,0,2870,1073,0,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,USD,1.99,1.99, 
10737,Totem,Aug 30 2016,0,0,0,0,7353,6457,0,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,USD,3.99,3.99, 
10739,Hikikomori No Chuunibyou,Jul 15 2016,0,0,0,0,1077,1088,13,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,USD,1.99,1.99, 
10740,Phantasmagoria 2,Aug 29 2016,17,0,0,0,65821,3946,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,USD,5.99,5.99, 
10741,Phantasmagoria,Aug 29 2016,17,0,0,0,67256,6098,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,USD,9.99,9.99, 
10743,Invisible Mind,Aug 10 2016,0,0,0,0,16321,12554,0,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,USD,4.99,4.99, 
10744,Anicon - Animal Complex - Cat's Path,Aug 2 2016,0,0,0,0,533,533,0,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,USD,7.99,7.99, 
10745,Drayt Empire,Jul 16 2016,0,0,0,0,13810,6815,8,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,USD,0.99,0.99, 
10746,Interstellar Logistics Inc,Aug 15 2016,0,0,0,0,2152,897,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,4.99,4.99, 
10747,Super Markup Man,Aug 16 2016,0,0,0,0,0,0,8,False,False,False,True,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,USD,3.99,3.99, 
10748,Monsters' Den: Book of Dread,Jul 19 2016,0,0,0,0,1793,1614,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,USD,4.99,4.99, 
10749,You Deserve,Aug 19 2016,0,0,0,0,5560,2162,11,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,USD,9.99,9.99,I believe a fair rating would be an 8 out of 10 given the core elements of a horror adventure game at play the atmospheric quality and a somewhat interesting plot8/10 - Gaming CypherLa estetica de You Deserve no obstante tiene mas de Silent Hill que de cualquier otro juego. Todo luce como si hubiese sufrido el paso de decadas en desuso impulsando la sensacion sobrenatural. No faltan los poltergeist continuos una serie de detalles que en general estan bien elegidos; y es que llegan a sorprender aunque algunos de ellos carecen de doble sentido o de importancia argumental. Son sustos pero al fin y al cabo sobran las quejas. Hemos venido a pasar miedo. Y vaya si lo vamos a pasar gracias a ellos. Eso si mas alla de conocer la turbulenta historia del titulo las sorpresas no abundan. Es mas que asumible lo que esta ocurriendo y podemos casi anticiparnos a cada revelacion. El desarrollo cuenta con cierta ayuda: las aclaraciones del juego y las frases de la protagonista. Vamos a encarar los efectos mas extremos del bullying un asunto serio a dia de hoy en escuelas e institutos de todo el mundo.IGNTo sum up the game; great graphics a good level of challenge mixed with free exploration of a new environment atmospheric sound design all leading to a captivating first offering from TGA Company.Blast Process
10752,Boulder Dash 30th Anniversary,Sep 13 2016,0,2,0,0,1793,1621,53,True,False,False,True,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,USD,14.99,13.49, 
10754,Tangled Up!,Sep 2 2016,0,0,0,0,803,533,60,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,USD,4.99,4.99, 
10755,Redactem,Aug 1 2016,0,0,0,0,51294,4484,24,True,False,False,True,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,USD,3.99,3.99,A clever and sharp puzzle platformer that stands out above many other budget titles on Steam.7/10 - Tilting at PixelsOverall I found this game to be extremely enjoyable. I could play this game over and over again.8.2/10 - TICGNI applaud developer Elliott Marc Jones for the interesting puzzles hes produced with these few mechanics.8/10 - Without the Sarcasm
10756,Airport Fire Department - The Simulation,Aug 26 2016,0,0,0,0,6636,538,8,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,USD,14.99,14.99, 
10757,Firefighters - The Simulation,Aug 31 2016,0,0,0,0,7174,717,8,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,USD,14.99,14.99, 
10758,Plant Fire Department - The Simulation,Aug 29 2016,0,0,0,0,2870,0,8,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,USD,14.99,14.99, 
10759,Professional Construction - The Simulation,Aug 26 2016,0,0,0,0,7533,1347,10,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,USD,14.99,14.99, 
10762,The Multidimensional Underwear Drawer,Aug 31 2016,0,0,0,0,0,0,30,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,USD,24.99,24.99, 
10763,The Last Sniper VR,Aug 3 2016,0,0,0,0,7174,6815,0,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,USD,9.99,7.49,Oh my god!!  Woooh!!Jacksepticeye
10764,50 years,Aug 23 2016,0,0,0,0,5022,3049,33,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,USD,4.99,4.99, 
10765,Quest for Glory Collection,Aug 29 2016,0,0,0,0,47348,6636,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,USD,9.99,9.99, 
10766,Voodoo Garden,Aug 4 2016,0,0,0,159,12016,10761,33,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,USD,2.99,2.99, 
10767,Tank Hero VR,Aug 25 2016,18,0,0,0,0,0,10,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,USD,19.99,19.99, 
10769,The Janitor,Jul 19 2016,0,0,0,0,1435,1081,6,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,1.99,1.99, 
10770,The Return Home,Jul 29 2016,0,0,0,0,13989,2870,0,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,0.99,0.99, 
10771,"Calm Down, Stalin",Sep 8 2016,0,0,0,150,12734,11658,16,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,USD,3.99,3.99, 
10773,Heroes from the Past: Joan of Arc,Jul 21 2016,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,6.99,6.99, 
10774,The Agency of Anomalies: Mystic Hospital Collector's Edition,Jul 18 2016,0,0,0,0,533,533,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,USD,12.99,12.99, 
10775,Off the Record: The Italian Affair Collector's Edition,Aug 4 2016,0,0,0,0,533,533,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,USD,12.99,12.99, 
10776,Echoes of the Past: Kingdom of Despair Collector's Edition,Jul 21 2016,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,USD,12.99,12.99, 
10777,Fairy Maids,Jul 19 2016,0,0,0,0,533,533,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,6.99,6.99, 
10778,Black Hat Cooperative,Jul 29 2016,0,0,0,0,1255,1255,0,False,False,False,False,True,True,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,USD,9.99,9.99,An absolute blast to play a fantastic multiplayer experience and one of the most enjoyable instances of a very underrepresented VR gaming genre9/10 - UploadVR
10779,Red is Dead,Jul 22 2016,0,0,0,0,535,535,0,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,USD,1.99,1.99, 
10780,Dungeon Punks,Aug 24 2016,0,0,0,0,1067,533,28,False,False,False,True,True,True,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,USD,14.99,14.99,practically flawless in its execution9/10 - Brash GamesSo many layers of depth4/5 - BXB GamesThe game is just absolutely outstanding9/10 - Next Level Gaming
10781,Frantic Freighter,Aug 29 2016,0,0,0,0,0,0,10,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,USD,3.99,3.99, 
10783,miniLAW: Ministry of Law,Aug 25 2016,0,0,0,0,803,1067,0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,USD,7.99,7.99,miniLAW blends the perfect amount of action and story telling to give you a sense of pride and justice as you clean up the streets.N/A - Alpha Beta Gamer
10784,Samurai Wars,Jul 27 2016,0,0,0,0,0,0,0,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,USD,1.99,1.99, 
10785,Maraiyum: Rise of the Setting Sun,Aug 25 2016,0,0,0,0,535,0,24,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,USD,9.99,9.99, 
10786,Super Star,Aug 11 2016,17,0,0,340,24392,18114,32,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,USD,7.99,7.99, 
10787,Deserted: The Story of Peter,Sep 7 2016,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,USD,5.99,5.99, 
10788,Dig 4 Destruction,Aug 14 2016,0,3,0,0,3946,3408,30,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,USD,11.99,11.99, 
10789,Roomscale Tower,Jul 26 2016,0,0,0,0,1076,1076,0,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,USD,14.99,14.99, 
10790,Zombie Camp,Jul 31 2016,0,0,0,0,8429,4125,0,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,1.99,1.99, 
10791,NEO-NOW!,Aug 2 2016,0,0,0,0,8071,0,0,False,False,False,True,False,False,False,False,False,False,True,True,True,False,True,True,False,True,False,False,False,False,USD,4.99,4.99, 
10793,Space Rangers: Quest,Sep 5 2016,0,0,0,0,0,0,51,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,USD,9.99,9.99, 
10795,Mahluk:Dark demon,Jul 19 2016,0,0,0,0,6995,4484,13,True,False,False,True,True,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,USD,1.99,1.99, 
10796,The Fallen Kingdom,Jul 27 2016,0,0,0,0,6098,1255,0,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,True,False,True,False,False,False,False,USD,7.99,7.99, 
10798,The Seeker,Sep 2 2016,0,0,0,0,2152,0,16,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,USD,1.99,1.99, 
10799,Starship Disco,Aug 24 2016,0,0,0,0,0,0,9,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,USD,9.99,9.99,This is a game that is pure fun.The VR ShopIf youve always wanted to have a Galaga and Guitar Hero crossover your wish has just come true.Android Community
10800,Void,Aug 16 2016,0,0,0,0,3587,897,0,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,False,True,False,False,False,False,False,USD,4.99,4.99, 
10801,Elven Assassin,Sep 10 2016,0,0,0,0,1973,1973,21,False,False,False,True,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,False,False,USD,7.99,5.59, 
10802,A Detective's Novel,Jul 28 2016,0,0,0,0,53984,36049,0,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,USD,4.99,4.99, 
10803,The Life Of Greather,Aug 25 2016,0,0,0,0,4663,1793,0,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,USD,1.99,1.99, 
10804,Candy Smash VR,Jul 26 2016,0,0,0,0,5022,0,0,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False,False,USD,9.99,9.99, 
10805,Star Tactics,Sep 7 2016,0,0,0,0,7712,5022,11,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,USD,7.99,7.99, 
10806,Will of the Gods,Aug 29 2016,0,0,0,0,717,539,9,True,False,False,True,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,USD,2.99,2.99, 
10807,Detective Hank and the Golden Sneeze,Jul 29 2016,0,0,0,0,1435,717,0,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,USD,9.99,9.99,an enjoyable and entertaining diversion7.0 - Orange Bison
10810,Russian VR Coasters,Jul 27 2016,0,0,0,0,717,538,0,True,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,USD,5.75,5.75, 
10811,Graveyard Smash,Sep 2 2016,0,0,0,0,2332,1605,10,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,USD,2.99,2.99,N/A - Raging Roc
10812,Happy Pong,Aug 22 2016,0,0,0,0,533,533,19,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,USD,2.99,2.99, 
10813,The Cold War Era,Sep 9 2016,0,1,0,0,533,533,10,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,USD,4.99,4.99, 
10814,Rage of the Battlemage,Jul 22 2016,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,USD,3.99,3.99, 
10816,Optika,Aug 26 2016,0,1,0,102,8788,5560,5,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,USD,4.99,4.99, 
10817,Malazard: The Master of Magic,Aug 8 2016,0,0,0,0,897,717,13,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,USD,7.99,7.99, 
10819,The God's Chain,Aug 14 2016,0,0,0,0,69050,45375,0,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,7.99,7.99, 
10820,Hover Havoc,Jul 28 2016,0,0,0,0,0,0,10,True,False,False,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False,USD,9.99,9.99, 
10821,SaberSaw VR,Sep 12 2016,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,USD,6.99,4.89, 
10822,"Grid Legion, Storm",Sep 1 2016,0,0,0,0,1973,0,0,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,USD,5.99,5.99, 
10824,FARIA: Ghosts of the Stream,Aug 4 2016,0,0,0,0,0,0,0,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,USD,1.99,1.99, 
10826,Blockships,Sep 2 2016,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,USD,6.99,6.99, 
10829,Lew Pulsipher's Doomstar,Sep 16 2016,0,0,0,0,2870,1435,14,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,9.99,7.49, 
10830,Slavistan,Jul 29 2016,0,0,0,274,7891,6995,0,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,USD,1.99,1.99, 
10832,MXGP2 - The Official Motocross Videogame Compact,Sep 8 2016,0,0,0,0,1255,717,10,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,USD,9.99,9.99, 
10833,Brick Stack VR,Jul 26 2016,0,0,0,0,0,0,10,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,USD,3.99,3.99, 
10834,Castle Invasion: Throne Out,Jul 27 2016,0,0,0,0,0,0,19,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,4.99,4.99, 
10835,Pixel Puzzles 2: RADical ROACH,Aug 12 2016,0,0,0,0,1255,540,26,False,False,False,True,False,False,False,False,False,False,True,True,False,True,True,False,True,False,False,False,False,False,USD,9.99,9.99, 
10836,Elves Adventure,Aug 1 2016,0,0,0,0,48604,29951,0,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,USD,1.99,1.99, 
10838,Tribe Of Pok,Aug 23 2016,0,0,0,0,0,0,11,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,USD,11.99,11.99, 
10839,Neon Space 2,Jul 26 2016,0,0,0,0,23136,10044,17,True,False,False,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,USD,0.99,0.99, 
10840,King of Spin VR,Sep 5 2016,0,0,0,0,0,0,0,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,False,USD,29.99,29.99, 
10843,GooCubelets: The Void,Aug 1 2016,0,0,0,0,27082,18294,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,USD,1.99,1.99, 
10846,The Crystal Nebula,Jul 27 2016,0,0,0,0,6098,811,0,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,1.99,1.99, 
10847,Fire Farm VR,Jul 22 2016,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False,False,USD,4.99,4.99, 
